1956,2009-04-08,3016,CLE,TEX,5,8,1.85,1.75,1.40,2.53,home,10.5,1.95,1.67
1957,2009-04-08,3017,SEA,MIN,5,6,2.40,1.44,1.71,1.90,home,8.5,1.71,1.90
1958,2009-04-08,3018,KC ,CWS,2,0,1.91,1.70,1.42,2.46,home,8.5,1.72,1.89
1959,2009-04-08,3019,PIT,STL,7,4,2.30,1.48,1.60,2.06,home,8.5,1.77,1.83
1960,2009-04-08,3020,LAD,SD ,5,2,1.44,2.40,1.74,1.80,away,7.5,1.69,1.86
1961,2009-04-08,3021,OAK,LAA,6,4,1.88,1.73,1.44,2.40,home,8.5,1.70,1.91
1962,2009-04-08,3022,MIL,SF ,4,2,1.80,1.80,1.44,2.40,home,7.5,1.88,1.73
1963,2009-04-09,4008,NYM,CIN,6,8,1.76,1.84,2.20,1.52,away,9.5,1.95,1.67
1964,2009-04-09,4009,DET,TOR,2,6,1.85,1.75,1.48,2.30,home,9.5,1.70,1.91
1965,2009-04-09,4010,SEA,MIN,2,0,1.95,1.67,1.48,2.30,home,8.5,1.73,1.88
1966,2009-04-09,4011,NYY,BAL,11,2,1.42,2.45,1.63,1.93,away,9.5,1.70,1.84
1967,2009-04-09,4012,TB ,BOS,4,3,2.20,1.52,1.64,2.00,home,8.5,1.80,1.80
1968,2009-04-09,4013,PIT,STL,1,2,2.50,1.41,1.70,1.91,home,8.5,1.85,1.75
1969,2009-04-09,4014,CLE,TEX,8,12,1.87,1.74,1.48,2.30,home,10.5,1.75,1.85
1970,2009-04-09,4015,KC ,CWS,2,1,2.06,1.60,1.64,2.00,home,8.5,1.65,1.98
1971,2009-04-09,4016,LAD,SD ,3,4,1.58,2.10,1.89,1.72,away,7.5,1.70,1.91
1972,2009-04-09,4017,MIL,SF ,1,7,1.91,1.70,1.44,2.40,home,7.5,1.85,1.75
1973,2009-04-10,5009,TEX,DET,2,15,2.10,1.58,1.58,2.10,home,9.5,1.70,1.91
1974,2009-04-10,5010,CHC,MIL,3,4,1.50,2.25,1.85,1.75,away,8.5,1.98,1.65
1975,2009-04-10,5011,TOR,CLE,13,7,2.20,1.52,1.58,2.10,home,9.5,1.94,1.68
1976,2009-04-10,5012,NYY,KC ,4,1,1.40,2.52,1.70,1.84,away,9.5,1.85,1.70
1977,2009-04-10,5013,PHI,COL,3,10,1.60,2.06,1.98,1.65,away,9.5,1.72,1.89
1978,2009-04-10,5014,TB ,BAL,4,5,1.64,2.00,1.98,1.65,away,9.5,1.67,1.96
1979,2009-04-10,5015,NYM,FLA,4,5,1.70,1.91,2.00,1.64,away,9.5,1.85,1.75
1980,2009-04-10,5017,WSH,ATL,5,6,2.84,1.32,1.85,1.75,home,8.5,1.89,1.72
1981,2009-04-10,5018,MIN,CWS,12,5,2.15,1.55,1.58,2.10,home,9.5,1.85,1.75
1982,2009-04-10,5019,HOU,STL,3,5,2.10,1.58,1.55,2.15,home,9.5,1.94,1.68
1983,2009-04-10,5020,LAD,ARI,4,9,1.85,1.75,1.44,2.40,home,9.5,1.58,2.10
1984,2009-04-10,5021,BOS,LAA,3,6,1.82,1.78,1.40,2.40,home,9.5,2.06,1.55
1985,2009-04-10,5022,SEA,OAK,5,4,2.15,1.55,1.55,2.15,home,8.5,1.90,1.71
1986,2009-04-10,5023,SF ,SD ,3,7,1.83,1.77,2.30,1.48,away,7.5,1.85,1.75
1987,2009-04-11,6009,TEX,DET,3,4,2.25,1.50,1.65,1.98,home,10.5,1.80,1.80
1988,2009-04-11,6010,TOR,CLE,5,4,1.64,2.00,2.00,1.59,away,7.5,1.74,1.80
1989,2009-04-11,6011,PIT,CIN,10,2,1.91,1.70,1.50,2.25,home,9.5,1.91,1.70
1990,2009-04-11,6012,MIN,CWS,0,8,1.78,1.82,2.15,1.55,away,8.5,1.75,1.85
1991,2009-04-11,6013,SEA,OAK,8,5,1.75,1.85,2.15,1.55,away,7.5,1.77,1.83
1992,2009-04-11,6014,BOS,LAA,5,4,1.90,1.71,1.47,2.33,home,8.5,1.80,1.80
1993,2009-04-11,6015,HOU,STL,2,11,2.06,1.60,1.52,2.20,home,7.5,1.67,1.95
1994,2009-04-11,6016,NYM,FLA,8,4,2.15,1.55,1.55,2.15,home,9.5,1.75,1.85
1995,2009-04-11,6017,WSH,ATL,3,5,2.35,1.46,1.62,2.03,home,8.5,1.70,1.91
1996,2009-04-11,6018,CHC,MIL,6,5,1.64,2.00,2.00,1.64,away,8.5,1.86,1.74
1997,2009-04-11,6019,TB ,BAL,0,6,1.87,1.74,1.46,2.35,home,9.5,1.83,1.77
1998,2009-04-11,6020,NYY,KC ,6,1,1.36,2.65,1.57,2.03,away,8.5,1.74,1.80
1999,2009-04-11,6021,LAD,ARI,11,2,1.85,1.75,1.50,2.25,home,10.5,1.83,1.77
2000,2009-04-11,6022,PHI,COL,8,4,1.77,1.83,2.15,1.55,away,10.5,1.93,1.69
2001,2009-04-11,6023,SF ,SD ,3,6,2.35,1.46,1.58,2.10,home,6.5,1.85,1.75
2002,2009-04-12,7009,TEX,DET,4,6,1.85,1.75,1.48,2.30,home,9.5,1.68,1.94
2003,2009-04-12,7010,TOR,CLE,4,8,1.96,1.66,1.52,2.20,home,9.5,1.73,1.87
2004,2009-04-12,7011,NYM,FLA,1,2,1.64,1.98,2.00,1.64,away,7.5,1.70,1.91
2005,2009-04-12,7012,PIT,CIN,0,2,2.13,1.55,1.58,2.10,home,8.5,1.55,2.15
2006,2009-04-12,7013,WSH,ATL,5,8,2.50,1.41,1.72,1.89,home,8.5,1.73,1.88
2007,2009-04-12,7014,TB ,BAL,11,3,1.58,2.10,1.90,1.71,away,9.5,1.94,1.68
2008,2009-04-12,7015,MIN,CWS,1,6,2.06,1.60,1.55,2.15,home,9.5,2.00,1.64
2009,2009-04-12,7016,NYY,KC ,4,6,1.55,2.06,1.92,1.64,away,7.5,1.80,1.74
2010,2009-04-12,7017,HOU,STL,0,3,2.03,1.61,1.55,2.15,home,8.5,1.95,1.67
2011,2009-04-12,7018,PHI,COL,7,5,2.04,1.60,1.58,2.10,home,10.5,1.87,1.73
2012,2009-04-12,7019,BOS,LAA,4,5,1.48,2.30,1.71,1.90,away,8.5,1.64,2.00
2013,2009-04-12,7020,SEA,OAK,1,0,1.88,1.73,2.20,1.52,away,7.5,1.80,1.80
2014,2009-04-12,7021,SF ,SD ,1,6,1.73,1.88,2.15,1.55,away,6.5,1.89,1.72
2015,2009-04-12,7022,LAD,ARI,3,1,2.15,1.54,1.58,2.10,home,9.5,1.90,1.71
2016,2009-04-12,7023,CHC,MIL,8,5,1.60,2.06,1.89,1.66,away,8.5,1.58,2.01
2017,2009-04-13,1001,CWS,DET,10,6,1.95,1.67,1.50,2.25,home,9.5,1.90,1.71
2018,2009-04-13,1002,HOU,PIT,0,7,2.15,1.55,1.60,2.05,home,9.5,1.86,1.74
2019,2009-04-13,1003,COL,CHC,0,4,2.06,1.60,1.60,2.05,home,8.5,1.70,1.91
2020,2009-04-13,1004,PHI,WSH,9,8,1.60,2.06,1.97,1.66,away,9.5,1.85,1.75
2021,2009-04-13,1005,SF ,LAD,1,11,2.53,1.40,1.66,1.97,home,7.5,1.75,1.85
2022,2009-04-13,1006,NYY,TB ,5,15,1.98,1.65,1.54,2.08,home,8.5,1.63,1.93
2023,2009-04-13,1007,SD ,NYM,6,5,2.75,1.34,1.80,1.80,home,9.5,1.94,1.68
2024,2009-04-13,1008,BAL,TEX,10,9,1.95,1.67,1.50,2.25,home,10.5,1.90,1.71
2025,2009-04-13,1009,CIN,MIL,7,6,2.15,1.55,1.55,2.15,home,7.5,1.70,1.91
2026,2009-04-13,1010,CLE,KC ,2,4,2.03,1.62,1.50,2.25,home,8.5,1.98,1.65
2027,2009-04-13,1011,TOR,MIN,8,6,1.97,1.66,1.50,2.25,home,8.5,1.97,1.66
2028,2009-04-13,1012,STL,ARI,2,1,1.80,1.80,1.44,2.40,home,10.5,1.88,1.73
2029,2009-04-13,1013,BOS,OAK,2,8,1.50,2.25,1.79,1.75,away,8.5,1.83,1.71
2030,2009-04-14,2008,LAA,SEA,2,3,1.76,1.84,2.20,1.52,away,9.5,1.89,1.72
2031,2009-04-14,2009,FLA,ATL,5,1,2.15,1.55,1.58,2.10,home,9.5,2.00,1.64
2032,2009-04-14,2010,NYY,TB ,7,2,1.95,1.67,1.44,2.30,home,8.5,1.77,1.77
2033,2009-04-14,2011,BAL,TEX,7,5,2.09,1.58,1.64,2.00,home,11.5,1.85,1.75
2034,2009-04-14,2012,CIN,MIL,6,1,2.06,1.59,1.52,2.20,home,9.5,1.87,1.73
2035,2009-04-14,2013,CLE,KC ,3,9,2.13,1.55,1.60,2.06,home,9.5,2.00,1.64
2036,2009-04-14,2014,TOR,MIN,2,3,2.00,1.63,1.52,2.20,home,8.5,1.71,1.90
2037,2009-04-14,2015,STL,ARI,6,7,1.58,2.10,1.89,1.72,away,8.5,1.66,1.97
2038,2009-04-14,2016,BOS,OAK,5,6,1.50,2.25,1.87,1.68,away,8.5,1.82,1.72
2039,2009-04-15,3008,CWS,DET,0,9,2.30,1.48,1.65,1.98,home,9.5,1.80,1.80
2040,2009-04-15,3009,CLE,KC ,5,4,1.67,1.95,2.10,1.58,away,9.5,1.80,1.80
2041,2009-04-15,3010,COL,CHC,5,2,2.70,1.35,1.86,1.75,home,7.5,1.91,1.70
2042,2009-04-15,3011,BOS,OAK,8,2,1.71,1.91,1.33,2.79,home,8.5,1.75,1.85
2043,2009-04-15,3012,STL,ARI,12,7,1.84,1.76,1.42,2.45,home,10.5,1.91,1.70
2044,2009-04-15,3013,NYY,TB ,4,3,1.77,1.83,1.34,2.60,home,9.5,1.84,1.70
2045,2009-04-15,3014,FLA,ATL,10,4,2.52,1.40,1.64,2.00,home,8.5,1.91,1.70
2046,2009-04-15,3015,HOU,PIT,4,1,1.80,1.80,1.43,2.43,home,9.5,1.90,1.71
2047,2009-04-15,3017,SD ,NYM,2,7,2.42,1.43,1.70,1.91,home,9.5,1.95,1.67
2048,2009-04-15,3018,BAL,TEX,6,19,1.85,1.75,1.50,2.25,home,11.5,1.71,1.90
2049,2009-04-15,3019,CIN,MIL,3,9,2.10,1.58,1.55,2.15,home,8.5,1.55,2.15
2050,2009-04-15,3020,TOR,MIN,12,2,2.07,1.59,1.55,2.15,home,8.5,1.85,1.75
2051,2009-04-15,3021,LAA,SEA,3,11,1.64,2.00,2.04,1.61,away,8.5,2.04,1.61
2052,2009-04-15,3022,SF ,LAD,4,5,2.25,1.50,1.55,2.06,home,7.5,1.72,1.82
701,2009-04-16,4008,FLA,ATL,6,2,2.03,1.61,1.52,2.20,home,8.5,1.71,1.90
702,2009-04-16,4009,HOU,PIT,6,3,2.05,1.60,1.52,2.20,home,9.5,1.84,1.76
703,2009-04-16,4010,CLE,NYY,10,2,2.55,1.39,1.84,1.70,home,8.5,1.90,1.65
704,2009-04-16,4011,STL,CHC,7,4,1.85,1.75,1.44,2.40,home,8.5,1.80,1.80
705,2009-04-16,4013,CWS,TB ,3,2,1.78,1.82,2.06,1.60,away,9.5,2.00,1.64
706,2009-04-16,4014,SD ,NYM,6,5,1.94,1.68,1.44,2.40,home,7.5,1.82,1.78
707,2009-04-16,4015,TOR,MIN,9,2,1.63,2.01,1.91,1.70,away,7.5,2.01,1.63
708,2009-04-16,4016,LAA,SEA,5,1,1.58,2.10,1.91,1.70,away,8.5,1.71,1.90
709,2009-04-16,4017,SF ,LAD,2,7,2.43,1.43,1.65,1.91,home,8.5,1.60,1.98
711,2009-04-17,5008,CLE,NYY,5,6,2.80,1.33,1.91,1.65,home,9.5,2.03,1.57
712,2009-04-17,5009,STL,CHC,7,8,2.40,1.44,1.70,1.91,home,9.5,1.67,1.95
713,2009-04-17,5010,ATL,PIT,0,3,1.78,1.82,2.25,1.50,away,8.5,2.10,1.58
714,2009-04-17,5011,FLA,WSH,3,2,1.55,2.15,1.98,1.65,away,8.5,1.60,2.05
715,2009-04-17,5012,SD ,PHI,8,7,2.25,1.50,1.60,2.06,home,8.5,1.65,1.98
716,2009-04-17,5013,OAK,TOR,8,5,2.06,1.60,1.50,2.25,home,9.5,1.94,1.68
717,2009-04-17,5014,BAL,BOS,8,10,2.15,1.54,1.60,2.06,home,9.5,1.74,1.87
718,2009-04-17,5015,MIL,NYM,4,5,2.10,1.58,1.52,2.20,home,9.5,1.75,1.85
719,2009-04-17,5016,CWS,TB ,5,6,2.60,1.38,1.80,1.80,home,8.5,1.65,1.98
720,2009-04-17,5017,CIN,HOU,2,1,2.25,1.50,1.55,2.15,home,7.5,1.68,1.94
721,2009-04-17,5018,KC ,TEX,12,3,1.77,1.83,2.15,1.55,away,10.5,1.94,1.68
722,2009-04-17,5019,LAA,MIN,9,11,1.88,1.73,1.44,2.40,home,9.5,2.10,1.58
723,2009-04-17,5020,COL,LAD,3,4,2.25,1.50,1.55,2.15,home,8.5,1.60,2.06
724,2009-04-17,5021,DET,SEA,3,6,2.00,1.64,1.46,2.35,home,7.5,1.86,1.74
725,2009-04-17,5022,ARI,SF ,0,2,1.50,2.25,1.84,1.70,away,7.5,1.64,1.92
726,2009-04-18,6009,ATL,PIT,0,10,1.80,1.80,1.41,2.50,home,9.5,2.10,1.58
727,2009-04-18,6010,FLA,WSH,9,6,1.50,2.25,1.82,1.78,away,8.5,1.62,2.02
728,2009-04-18,6011,OAK,TOR,2,4,1.91,1.70,1.46,2.35,home,9.5,2.15,1.55
729,2009-04-18,6012,MIL,NYM,0,1,2.30,1.48,1.68,1.94,home,7.5,1.70,1.91
730,2009-04-18,6013,CLE,NYY,22,4,2.06,1.60,1.55,2.06,home,10.5,1.79,1.75
731,2009-04-18,6014,COL,LAD,5,9,2.30,1.48,1.64,2.00,home,8.5,1.80,1.80
732,2009-04-18,6015,STL,CHC,5,7,2.06,1.60,1.50,2.25,home,9.5,1.74,1.87
733,2009-04-18,6016,ARI,SF ,2,0,2.30,1.48,1.64,2.00,home,8.5,2.05,1.60
734,2009-04-18,6017,CIN,HOU,0,7,1.91,1.70,1.44,2.40,home,7.5,1.64,2.00
735,2009-04-18,6018,SD ,PHI,8,5,2.40,1.44,1.68,1.94,home,9.5,1.85,1.75
736,2009-04-18,6019,CWS,TB ,8,3,2.25,1.50,1.58,2.10,home,8.5,1.80,1.80
737,2009-04-18,6020,LAA,MIN,2,9,1.97,1.66,1.46,2.35,home,9.5,2.05,1.60
738,2009-04-18,6021,BAL,BOS,4,6,3.20,1.25,2.06,1.60,home,9.5,1.88,1.73
739,2009-04-18,6022,KC ,TEX,2,0,1.91,1.70,1.50,2.25,home,9.5,1.91,1.70
740,2009-04-18,6023,DET,SEA,2,0,2.20,1.52,1.54,2.08,home,7.5,1.70,1.84
742,2009-04-19,7009,CLE,NYY,3,7,2.93,1.30,2.02,1.57,home,10.5,1.70,1.84
743,2009-04-19,7010,OAK,TOR,0,1,1.85,1.75,1.50,2.25,home,9.5,2.00,1.64
744,2009-04-19,7011,MIL,NYM,4,2,2.15,1.55,1.58,2.10,home,9.5,1.78,1.82
745,2009-04-19,7012,ATL,PIT,11,1,1.74,1.87,1.41,2.50,home,7.5,1.66,1.97
746,2009-04-19,7013,BAL,BOS,1,2,2.65,1.36,1.80,1.80,home,9.5,1.68,1.94
747,2009-04-19,7014,FLA,WSH,7,4,1.52,2.20,1.77,1.83,away,9.5,1.91,1.70
748,2009-04-19,7015,SD ,PHI,4,5,2.20,1.52,1.58,2.10,home,9.5,1.64,2.00
749,2009-04-19,7016,CWS,TB ,12,2,2.38,1.45,1.71,1.90,home,8.5,1.64,2.00
750,2009-04-19,7017,CIN,HOU,4,2,1.64,2.00,2.00,1.64,away,8.5,1.58,2.10
751,2009-04-19,7018,LAA,MIN,1,3,2.10,1.58,1.55,2.15,home,8.5,1.64,2.00
752,2009-04-19,7019,KC ,TEX,5,6,1.92,1.69,1.50,2.25,home,10.5,2.00,1.64
753,2009-04-19,7020,ARI,SF ,0,2,1.75,1.85,1.38,2.60,home,8.5,1.96,1.67
754,2009-04-19,7021,COL,LAD,2,14,1.88,1.73,1.44,2.40,home,8.5,1.52,2.20
755,2009-04-19,7022,DET,SEA,8,2,1.83,1.77,1.44,2.40,home,9.5,1.82,1.78
756,2009-04-20,1002,ATL,WSH,2,3,1.48,2.30,1.80,1.80,away,8.5,1.90,1.71
757,2009-04-20,1003,FLA,PIT,0,8,1.65,1.98,2.10,1.58,away,9.5,1.91,1.70
758,2009-04-20,1006,CIN,HOU,4,3,1.95,1.67,1.48,2.30,home,8.5,1.86,1.74
759,2009-04-20,1007,COL,ARI,3,6,1.85,1.75,1.48,2.30,home,10.5,1.75,1.85
773,2009-04-20,1004,OAK,NYY,3,5,2.60,1.38,1.77,1.77,home,9.5,1.84,1.70
760,2009-04-21,2008,ATL,WSH,3,4,1.66,1.97,2.00,1.64,away,9.5,1.92,1.69
761,2009-04-21,2009,CWS,BAL,3,10,1.80,1.80,2.15,1.55,away,10.5,1.92,1.69
762,2009-04-21,2010,FLA,PIT,2,3,1.58,2.10,1.94,1.68,away,8.5,1.71,1.90
763,2009-04-21,2011,KC ,CLE,7,8,2.55,1.39,1.76,1.84,home,10.5,2.02,1.62
764,2009-04-21,2012,MIL,PHI,4,11,2.06,1.60,1.52,2.20,home,9.5,1.60,2.05
765,2009-04-21,2014,TEX,TOR,5,4,2.94,1.30,1.85,1.75,home,8.5,1.85,1.75
766,2009-04-21,2016,CIN,CHC,2,7,2.93,1.30,1.83,1.77,home,8.5,2.00,1.64
767,2009-04-21,2017,LAD,HOU,5,8,1.41,2.49,1.71,1.90,away,9.5,1.73,1.88
768,2009-04-21,2018,NYM,STL,4,6,1.95,1.67,1.42,2.45,home,9.5,1.91,1.70
769,2009-04-21,2019,COL,ARI,9,6,1.93,1.68,1.44,2.40,home,10.5,1.91,1.70
770,2009-04-21,2020,DET,LAA,3,4,1.88,1.73,2.21,1.52,away,8.5,1.72,1.89
771,2009-04-21,2021,TB ,SEA,2,4,1.79,1.81,2.27,1.45,away,8.5,1.88,1.67
772,2009-04-21,2022,SD ,SF ,3,8,1.66,1.96,2.08,1.59,away,7.5,1.84,1.76
774,2009-04-22,3008,FLA,PIT,4,7,1.71,1.90,2.25,1.50,away,8.5,2.00,1.64
775,2009-04-22,3009,OAK,NYY,7,9,3.15,1.26,1.95,1.62,home,8.5,1.71,1.83
776,2009-04-22,3010,COL,ARI,0,2,2.50,1.41,1.68,1.94,home,9.5,2.00,1.64
777,2009-04-22,3011,SD ,SF ,0,1,1.67,1.95,2.10,1.58,away,8.5,1.64,2.00
778,2009-04-22,3012,ATL,WSH,1,0,1.70,1.91,2.06,1.60,away,8.5,1.85,1.75
779,2009-04-22,3013,CWS,BAL,8,2,1.80,1.80,1.41,2.50,home,8.5,1.66,1.97
780,2009-04-22,3014,KC ,CLE,2,0,2.70,1.35,1.74,1.87,home,9.5,1.91,1.70
781,2009-04-22,3015,MIL,PHI,3,1,2.06,1.60,1.50,2.25,home,9.5,1.64,2.00
782,2009-04-22,3016,TEX,TOR,7,8,2.20,1.52,1.58,2.10,home,10.5,1.94,1.68
783,2009-04-22,3017,MIN,BOS,3,7,2.10,1.58,1.52,2.20,home,9.5,1.80,1.80
784,2009-04-22,3018,CIN,CHC,3,0,2.38,1.45,1.60,2.06,home,8.5,1.90,1.71
785,2009-04-22,3019,LAD,HOU,5,6,1.89,1.72,1.44,2.40,home,8.5,1.61,2.04
786,2009-04-22,3020,NYM,STL,2,5,1.71,1.90,1.34,2.75,home,9.5,1.98,1.65
787,2009-04-22,3021,DET,LAA,12,10,1.78,1.82,1.41,2.50,home,8.5,1.67,1.95
788,2009-04-22,3022,TB ,SEA,9,3,1.75,1.85,2.06,1.55,away,8.5,1.55,2.06
789,2009-04-23,4009,KC ,CLE,2,5,1.91,1.70,1.40,2.40,home,8.5,1.88,1.67
790,2009-04-23,4010,MIL,PHI,6,1,2.40,1.44,1.67,1.95,home,9.5,1.80,1.80
791,2009-04-23,4011,NYM,STL,8,12,2.10,1.58,1.58,2.10,home,9.5,1.80,1.80
792,2009-04-23,4012,CIN,CHC,7,1,2.28,1.48,1.71,1.90,home,10.5,1.74,1.87
793,2009-04-23,4013,TB ,SEA,0,1,1.80,1.80,1.40,2.52,home,7.5,1.85,1.75
794,2009-04-23,4014,CWS,BAL,2,6,1.75,1.85,2.10,1.58,away,10.5,1.75,1.85
795,2009-04-23,4015,TEX,TOR,2,5,1.80,1.80,2.15,1.55,away,8.5,1.67,1.95
796,2009-04-23,4016,LAD,HOU,2,0,1.62,2.03,1.98,1.60,away,8.5,1.77,1.77
797,2009-04-23,4017,DET,LAA,5,10,1.56,2.13,1.86,1.74,away,9.5,1.75,1.85
798,2009-04-24,5009,MIN,CLE,5,1,2.15,1.55,1.58,2.10,home,9.5,1.68,1.94
799,2009-04-24,5010,TEX,BAL,5,4,2.00,1.64,1.55,2.15,home,10.5,1.75,1.85
800,2009-04-24,5011,ATL,CIN,4,3,1.76,1.84,2.20,1.52,away,8.5,1.87,1.74
801,2009-04-24,5012,NYY,BOS,4,5,1.94,1.68,1.48,2.20,home,9.5,1.86,1.69
802,2009-04-24,5013,PHI,FLA,7,3,2.15,1.55,1.55,2.15,home,8.5,1.70,1.91
803,2009-04-24,5014,WSH,NYM,3,4,3.28,1.24,2.05,1.61,home,8.5,1.94,1.68
804,2009-04-24,5015,MIL,HOU,5,2,1.68,1.94,1.98,1.65,away,8.5,1.58,2.10
805,2009-04-24,5016,DET,KC ,1,6,2.30,1.48,1.65,1.98,home,8.5,1.91,1.70
806,2009-04-24,5018,CHC,STL,3,4,1.97,1.66,1.48,2.30,home,8.5,1.68,1.94
807,2009-04-24,5019,LAD,COL,6,5,1.98,1.65,2.30,1.48,away,10.5,1.68,1.94
808,2009-04-24,5020,SF ,ARI,5,1,1.65,1.98,2.06,1.60,away,8.5,1.80,1.80
809,2009-04-24,5021,PIT,SD ,3,4,1.92,1.69,1.44,2.40,home,8.5,2.00,1.64
810,2009-04-24,5022,SEA,LAA,8,3,1.70,1.91,2.10,1.58,away,8.5,1.82,1.78
811,2009-04-24,5023,TB ,OAK,8,2,1.62,2.03,2.03,1.57,away,8.5,1.95,1.62
812,2009-04-24,5024,TOR,CWS,14,0,2.00,1.64,1.55,2.15,home,9.5,1.80,1.80
813,2009-04-25,6009,ATL,CIN,10,2,1.64,2.00,2.04,1.61,away,9.5,1.97,1.66
814,2009-04-25,6010,WSH,NYM,2,8,2.50,1.41,1.75,1.85,home,9.5,1.67,1.95
815,2009-04-25,6011,TB ,OAK,2,5,1.66,1.97,2.06,1.60,away,8.5,1.88,1.73
816,2009-04-25,6012,CHC,STL,2,8,1.77,1.83,2.15,1.55,away,9.5,1.72,1.89
817,2009-04-25,6013,NYY,BOS,11,16,2.07,1.59,1.54,2.08,home,9.5,2.06,1.55
818,2009-04-25,6014,MIL,HOU,9,8,2.04,1.61,1.52,2.20,home,9.5,1.78,1.82
819,2009-04-25,6015,MIN,CLE,7,1,2.03,1.62,1.52,2.20,home,10.5,1.87,1.74
820,2009-04-25,6016,TEX,BAL,6,5,1.91,1.70,1.52,2.20,home,11.5,1.88,1.73
821,2009-04-25,6017,TOR,CWS,2,10,2.25,1.50,1.67,1.95,home,9.5,1.70,1.91
822,2009-04-25,6018,DET,KC ,9,1,2.06,1.60,1.50,2.25,home,9.5,1.90,1.71
823,2009-04-25,6019,PHI,FLA,6,4,2.21,1.52,1.52,2.20,home,9.5,1.85,1.75
824,2009-04-25,6020,LAD,COL,6,5,2.10,1.58,1.55,2.15,home,10.5,1.71,1.90
825,2009-04-25,6021,SF ,ARI,5,3,2.15,1.55,1.52,2.20,home,8.5,1.75,1.85
826,2009-04-25,6022,SEA,LAA,9,8,2.00,1.64,1.50,2.15,home,9.5,1.65,1.91
827,2009-04-25,6023,PIT,SD ,10,1,2.03,1.62,1.46,2.35,home,7.5,1.80,1.80
828,2009-04-26,7009,PHI,FLA,13,2,1.84,1.76,1.44,2.40,home,10.5,1.91,1.70
829,2009-04-26,7010,MIN,CLE,2,4,2.01,1.63,1.50,2.25,home,8.5,1.65,1.98
830,2009-04-26,7011,ATL,CIN,2,8,1.69,1.92,2.15,1.55,away,9.5,1.80,1.80
